time,hip_pos_x,hip_pos_y,hip_pos_z,knee_pos_x,knee_pos_y,knee_pos_z,ankl_pos_x,ankl_pos_y,ankl_pos_z
14.025,0,0,0,0.237384475,-0.027189851,-0.345411817,0.08356486,-0.05785916,-0.735025625
14.03,0,0,0,0.248591733,-0.025193332,-0.337590649,0.117347655,-0.054884456,-0.735451716
14.035,0,0,0,0.24037946,-0.025182358,-0.343487356,0.108593157,-0.054340803,-0.74120856
14.04,0,0,0,0.25151489,-0.023177081,-0.335563829,0.144845938,-0.051168231,-0.740826991
14.045,0,0,0,0.243355279,-0.023171508,-0.341527875,0.136844807,-0.050672344,-0.746866281
14.05,0,0,0,0.254416461,-0.021158831,-0.333503475,0.174874595,-0.047270631,-0.745075177
14.055,0,0,0,0.244502179,-0.021176299,-0.340837569,0.164375116,-0.046742397,-0.75233001
14.06,0,0,0,0.255541248,-0.019159115,-0.332763578,0.204182817,-0.043119777,-0.74892244
14.065,0,0,0,0.245168717,-0.019139355,-0.340479053,0.194810774,-0.042541558,-0.756791933
14.07,0,0,0,0.256175991,-0.018127258,-0.332333062,0.236284156,-0.040976675,-0.751239041
14.075,0,0,0,0.244502179,-0.018160379,-0.341011561,0.224730408,-0.040470831,-0.759952274
14.08,0,0,0,0.255541248,-0.01614175,-0.332923586,0.268559239,-0.03647172,-0.752229232
14.085,0,0,0,0.242879118,-0.01610693,-0.342272261,0.255558106,-0.035840789,-0.761616771
14.09,0,0,0,0.2550542,-0.015106287,-0.333345399,0.301816547,-0.034001788,-0.75030612
14.095,0,0,0,0.242206943,-0.015123223,-0.342793064,0.289152052,-0.03351863,-0.759755611
14.1,0,0,0,0.253930531,-0.014094726,-0.334246352,0.334068957,-0.031464745,-0.746163959
14.105,0,0,0,0.241057218,-0.014108621,-0.343645696,0.320663269,-0.031025206,-0.755685386
14.11,0,0,0,0.251031124,-0.013096126,-0.336469711,0.361892166,-0.028851745,-0.74126792
14.115,0,0,0,0.237384475,-0.013122485,-0.346231731,0.348326114,-0.028464457,-0.751023747
14.12,0,0,0,0.246972171,-0.012088934,-0.339497576,0.388671311,-0.026158651,-0.73462211
14.125,0,0,0,0.233903908,-0.012091208,-0.348629839,0.375778237,-0.025793217,-0.743704426
14.13,0,0,0,0.245168717,-0.010084835,-0.340867418,0.41742783,-0.021412699,-0.723749224
14.135,0,0,0,0.233903908,-0.010077857,-0.348693846,0.40568806,-0.021150187,-0.731796455
14.14,0,0,0,0.245168717,-0.009077106,-0.340895741,0.442435287,-0.018946738,-0.711555276
14.145,0,0,0,0.236914194,-0.009070206,-0.346683423,0.434341568,-0.018765574,-0.717261933
14.15,0,0,0,0.246311285,-0.007064783,-0.340118861,0.462664203,-0.014540668,-0.700029303
14.155,0,0,0,0.23990615,-0.007054586,-0.3446669,0.455809214,-0.014426745,-0.704849518
14.16,0,0,0,0.245168717,-0.005044072,-0.340979263,0.473386155,-0.010259269,-0.693526568
14.165,0,0,0,0.24037946,-0.005049446,-0.344372209,0.468592779,-0.01021881,-0.696922856
14.17,0,0,0,0.243355279,-0.001009769,-0.342311538,0.480094175,-0.002033132,-0.68923177
14.175,0,0,0,0.238753783,-0.001007396,-0.345536707,0.475695068,-0.002018422,-0.692318779
14.18,0,0,0,0.242206943,0.004036503,-0.343102759,0.486803439,0.008053016,-0.684506365
14.185,0,0,0,0.241057218,0.004034153,-0.343911534,0.486298302,0.008033462,-0.684852608
14.19,0,0,0,0.246972171,0.009069213,-0.339591661,0.498076181,0.018057199,-0.676141794
14.195,0,0,0,0.246972171,0.009069213,-0.339591661,0.497488199,0.018068886,-0.676579384
14.2,0,0,0,0.248591733,0.014135159,-0.33823416,0.50012819,0.0281792,-0.674287989
14.205,0,0,0,0.248591733,0.014135159,-0.33823416,0.50012819,0.0281792,-0.674287989
14.21,0,0,0,0.245647599,0.021187708,-0.340012262,0.49484917,0.042214268,-0.677438492
14.215,0,0,0,0.245647599,0.021187708,-0.340012262,0.49484917,0.042214268,-0.677438492
14.22,0,0,0,0.245647599,0.027206996,-0.339583622,0.49484917,0.054207065,-0.676584473
14.225,0,0,0,0.245647599,0.027206996,-0.339583622,0.49484917,0.054207065,-0.676584473
14.23,0,0,0,0.245647599,0.031206008,-0.339239506,0.49484917,0.062174672,-0.675898857
14.235,0,0,0,0.245647599,0.031206008,-0.339239506,0.49484917,0.062174672,-0.675898857
14.24,0,0,0,0.243832836,0.033229897,-0.340354701,0.49123337,0.066209858,-0.678149458
14.245,0,0,0,0.243832836,0.033229897,-0.340354701,0.49123337,0.066209858,-0.678149458
14.25,0,0,0,0.240854185,0.035233542,-0.342268695,0.485298267,0.070206882,-0.682009708
14.255,0,0,0,0.240854185,0.035233542,-0.342268695,0.485298267,0.070206882,-0.682009708
14.26,0,0,0,0.237167245,0.036286787,-0.34472448,0.47795131,0.072311594,-0.686960141
14.265,0,0,0,0.237167245,0.036286787,-0.34472448,0.47795131,0.072311594,-0.686960141
14.27,0,0,0,0.231804803,0.036245269,-0.348357308,0.46726451,0.072237344,-0.694281139
14.275,0,0,0,0.231804803,0.036245269,-0.348357308,0.46726451,0.072237344,-0.694281139
14.28,0,0,0,0.2245053,0.035220313,-0.353209428,0.452715366,0.070205425,-0.704060119
14.285,0,0,0,0.2245053,0.035220313,-0.353209428,0.452715366,0.070205425,-0.704060119
14.29,0,0,0,0.21638554,0.035220352,-0.358241294,0.436528727,0.070217066,-0.714207876
14.295,0,0,0,0.215641404,0.035264017,-0.358685425,0.435669901,0.070267635,-0.714722231
14.3,0,0,0,0.207397037,0.033247242,-0.363704674,0.419240502,0.066261345,-0.724858956
14.305,0,0,0,0.207397037,0.033247242,-0.363704674,0.419240502,0.066261345,-0.724858956
14.31,0,0,0,0.201472473,0.032273112,-0.367106645,0.40743215,0.06432826,-0.73173396
14.315,0,0,0,0.202250578,0.032235765,-0.366681823,0.408344689,0.064284286,-0.731233753
14.32,0,0,0,0.195071751,0.033220933,-0.370463739,0.393381911,0.066288559,-0.739217874
14.325,0,0,0,0.195071751,0.033220933,-0.370463739,0.393381911,0.066288559,-0.739217874
14.33,0,0,0,0.186208759,0.035264405,-0.374810245,0.375041183,0.070406179,-0.748317101
14.335,0,0,0,0.187020537,0.035226691,-0.3744094,0.376007563,0.070361172,-0.747838741
14.34,0,0,0,0.177223722,0.037290046,-0.378947496,0.355111756,0.074549744,-0.757586588
14.345,0,0,0,0.177223722,0.037290046,-0.378947496,0.354447444,0.074580092,-0.757894992
14.35,0,0,0,0.168980654,0.037262608,-0.382697056,0.336618099,0.074582152,-0.765978857
14.355,0,0,0,0.168980654,0.037262608,-0.382697056,0.335945727,0.074610449,-0.766269478
14.36,0,0,0,0.161897632,0.03826282,-0.385648951,0.321085785,0.0766363,-0.772413231
14.365,0,0,0,0.163119813,0.03831124,-0.385128778,0.322855988,0.076761927,-0.77165937
14.37,0,0,0,0.155109736,0.038337697,-0.388421409,0.306807523,0.076806888,-0.778175053
14.375,0,0,0,0.155109736,0.038337697,-0.388421409,0.306807523,0.076806888,-0.778175053
14.38,0,0,0,0.14791586,0.038315329,-0.391219675,0.292395761,0.076755015,-0.7837091
14.385,0,0,0,0.14791586,0.038315329,-0.391219675,0.292395761,0.076755015,-0.7837091
14.39,0,0,0,0.140684093,0.039277614,-0.393783259,0.277909414,0.078675582,-0.788773147
14.395,0,0,0,0.140684093,0.039277614,-0.393783259,0.278602013,0.078651751,-0.788534224
14.4,0,0,0,0.13372709,0.038318482,-0.396293779,0.264671387,0.076725882,-0.793507151
14.405,0,0,0,0.132815662,0.038347834,-0.396597332,0.263543249,0.076762071,-0.793881417
14.41,0,0,0,0.126426768,0.037260037,-0.398783101,0.252154305,0.074540545,-0.797785294
14.415,0,0,0,0.124583241,0.037313739,-0.399357861,0.249866339,0.074607194,-0.798498617
14.42,0,0,0,0.118455042,0.036299513,-0.401311286,0.239018289,0.072542656,-0.801999367
14.425,0,0,0,0.11752219,0.036324112,-0.401583234,0.237856519,0.072573428,-0.802339564
14.43,0,0,0,0.112306053,0.035277031,-0.403166072,0.228139516,0.070467292,-0.80534048
14.435,0,0,0,0.112306053,0.035277031,-0.403166072,0.228139516,0.070467292,-0.80534048
14.44,0,0,0,0.107335708,0.034305345,-0.404601272,0.218210765,0.068530249,-0.808253817
14.445,0,0,0,0.107335708,0.034305345,-0.404601272,0.218210765,0.068530249,-0.808253817
14.45,0,0,0,0.1011508,0.033268413,-0.406277895,0.205855015,0.066463521,-0.811660569
14.455,0,0,0,0.1011508,0.033268413,-0.406277895,0.205855015,0.066463521,-0.811660569
14.46,0,0,0,0.095180346,0.033303459,-0.407715074,0.193214218,0.06655201,-0.814757938
14.465,0,0,0,0.095180346,0.033303459,-0.407715074,0.193214218,0.06655201,-0.814757938
14.47,0,0,0,0.088968595,0.032252192,-0.409199689,0.181515772,0.064442152,-0.817609809
14.475,0,0,0,0.088968595,0.032252192,-0.409199689,0.181515772,0.064442152,-0.817609809
14.48,0,0,0,0.082952317,0.03126945,-0.410537616,0.169494424,0.062482732,-0.820337805
14.485,0,0,0,0.082952317,0.03126945,-0.410537616,0.169494424,0.062482732,-0.820337805
14.49,0,0,0,0.077889731,0.030264944,-0.411603235,0.159378062,0.060478891,-0.82251292
14.495,0,0,0,0.077889731,0.030264944,-0.411603235,0.159378062,0.060478891,-0.82251292
14.5,0,0,0,0.072816752,0.028251499,-0.412673689,0.149240371,0.056458523,-0.82469771
14.505,0,0,0,0.072816752,0.028251499,-0.412673689,0.149240371,0.056458523,-0.82469771
14.51,0,0,0,0.066750431,0.027247975,-0.413765547,0.13711688,0.054456636,-0.826934098
14.515,0,0,0,0.066750431,0.027247975,-0.413765547,0.13711688,0.054456636,-0.826934098
14.52,0,0,0,0.059680184,0.026247275,-0.414908853,0.12298605,0.052460671,-0.829282145
14.525,0,0,0,0.059680184,0.026247275,-0.414908853,0.12298605,0.052460671,-0.829282145
14.53,0,0,0,0.05358755,0.025230739,-0.415802578,0.11080825,0.050432194,-0.831122549
14.535,0,0,0,0.05358755,0.025230739,-0.415802578,0.11080825,0.050432194,-0.831122549
14.54,0,0,0,0.047490083,0.023203874,-0.41666086,0.098619997,0.04638382,-0.832892072
14.545,0,0,0,0.047490083,0.023203874,-0.41666086,0.098619997,0.04638382,-0.832892072
14.55,0,0,0,0.041391719,0.022178898,-0.417366532,0.086429166,0.044337784,-0.834356475
14.555,0,0,0,0.041391719,0.022178898,-0.417366532,0.087157908,0.044333579,-0.834277345
14.56,0,0,0,0.034294735,0.021154975,-0.418062601,0.072971053,0.042290641,-0.835743611
14.565,0,0,0,0.035296381,0.021150767,-0.417979438,0.074243598,0.042285162,-0.835635339
14.57,0,0,0,0.029278,0.019162066,-0.418539859,0.062211115,0.038311717,-0.836808554
14.575,0,0,0,0.02827307,0.019165222,-0.4186088,0.060932763,0.038315853,-0.836898888
14.58,0,0,0,0.022180543,0.018130753,-0.419021836,0.048751882,0.03625047,-0.837788645
14.585,0,0,0,0.022180543,0.018130753,-0.419021836,0.048751882,0.03625047,-0.837788645
14.59,0,0,0,0.015134395,0.016131428,-0.419417128,0.034663254,0.03225588,-0.838652892
14.595,0,0,0,0.015134395,0.016131428,-0.419417128,0.034663254,0.03225588,-0.838652892
14.6,0,0,0,0.009084413,0.015130855,-0.419629039,0.022565448,0.030257452,-0.839140002
14.605,0,0,0,0.009084413,0.015130855,-0.419629039,0.022565448,0.030257452,-0.839140002
14.61,0,0,0,0.003028767,0.013118255,-0.419784156,0.010455404,0.0262348,-0.839513595
14.615,0,0,0,0.003028767,0.013118255,-0.419784156,0.010455404,0.0262348,-0.839513595
14.62,0,0,0,-0.004038275,0.012109787,-0.419805962,-0.003678382,0.02422013,-0.839631175
14.625,0,0,0,-0.004038275,0.012109787,-0.419805962,-0.003678382,0.02422013,-0.839631175
14.63,0,0,0,-0.010093238,0.010090323,-0.419757444,-0.015789044,0.020182633,-0.839597536
14.635,0,0,0,-0.010093238,0.010090323,-0.419757444,-0.015789044,0.020182633,-0.839597536
14.64,0,0,0,-0.017149148,0.008068696,-0.419572166,-0.029902874,0.016140401,-0.839300876
14.645,0,0,0,-0.017149148,0.008068696,-0.419572166,-0.029902874,0.016140401,-0.839300876
14.65,0,0,0,-0.023185744,0.006047826,-0.419315925,-0.041978773,0.012098822,-0.83885163
14.655,0,0,0,-0.023185744,0.006047826,-0.419315925,-0.041978773,0.012098822,-0.83885163
14.66,0,0,0,-0.030282425,0.004037469,-0.418887424,-0.056176487,0.008077773,-0.838068975
14.665,0,0,0,-0.030282425,0.004037469,-0.418887424,-0.056176487,0.008077773,-0.838068975
14.67,0,0,0,-0.036297421,0.0020165,-0.418423746,-0.068211158,0.004034721,-0.837204643
14.675,0,0,0,-0.036297421,0.0020165,-0.418423746,-0.068211158,0.004034721,-0.837204643
14.68,0,0,0,-0.043389774,0,-0.417752711,-0.082402553,0,-0.835936885
14.685,0,0,0,-0.043389774,0,-0.417752711,-0.082402553,0,-0.835936885
14.69,0,0,0,-0.049365579,-0.002014898,-0.4170839,-0.094360787,-0.004032183,-0.834661871
14.695,0,0,0,-0.049365579,-0.002014898,-0.4170839,-0.094360787,-0.004032183,-0.834661871
14.7,0,0,0,-0.056432743,-0.004030721,-0.416171958,-0.108504124,-0.008066945,-0.832912021
14.705,0,0,0,-0.056432743,-0.004030721,-0.416171958,-0.108504124,-0.008066945,-0.832912021
14.71,0,0,0,-0.063485374,-0.006045585,-0.41513017,-0.122619652,-0.012100519,-0.830902313
14.715,0,0,0,-0.063485374,-0.006045585,-0.41513017,-0.121893826,-0.012102013,-0.831004878
14.72,0,0,0,-0.070517387,-0.008057604,-0.413959386,-0.13597121,-0.016131372,-0.828749226
14.725,0,0,0,-0.070517387,-0.008057604,-0.413959386,-0.13597121,-0.016131372,-0.828749226
14.73,0,0,0,-0.077705818,-0.011096818,-0.412599887,-0.15036328,-0.022218332,-0.82611797
14.735,0,0,0,-0.077705818,-0.011096818,-0.412599887,-0.15036328,-0.022218332,-0.82611797
14.74,0,0,0,-0.084694227,-0.013100791,-0.411163298,-0.164356401,-0.026233557,-0.823330094
14.745,0,0,0,-0.084694227,-0.013100791,-0.411163298,-0.164356401,-0.026233557,-0.823330094
14.75,0,0,0,-0.091858812,-0.016138473,-0.409513746,-0.178703855,-0.032319933,-0.820118299
14.755,0,0,0,-0.091858812,-0.016138473,-0.409513746,-0.178703855,-0.032319933,-0.820118299
14.76,0,0,0,-0.099963188,-0.018157112,-0.407526294,-0.194935227,-0.036367227,-0.816242214
14.765,0,0,0,-0.099963188,-0.018157112,-0.407526294,-0.194935227,-0.036367227,-0.816242214
14.77,0,0,0,-0.108971735,-0.021160096,-0.4050647,-0.212979914,-0.042388065,-0.811428665
14.775,0,0,0,-0.108971735,-0.021160096,-0.4050647,-0.212979914,-0.042388065,-0.811428665
14.78,0,0,0,-0.118181695,-0.023193796,-0.402361945,-0.231430754,-0.046468952,-0.806135295
14.785,0,0,0,-0.118181695,-0.023193796,-0.402361945,-0.231430754,-0.046468952,-0.806135295
14.79,0,0,0,-0.127345536,-0.02521677,-0.399433635,-0.249791972,-0.050529681,-0.80039015
14.795,0,0,0,-0.126426768,-0.025235116,-0.399724231,-0.248652446,-0.050552262,-0.800747829
14.8,0,0,0,-0.136448757,-0.027225575,-0.396283364,-0.268730457,-0.054547592,-0.793970502
14.805,0,0,0,-0.136448757,-0.027225575,-0.396283364,-0.268730457,-0.054547592,-0.793970502
14.81,0,0,0,-0.145477115,-0.028214594,-0.392988989,-0.286820365,-0.056536733,-0.787475925
14.815,0,0,0,-0.145477115,-0.028214594,-0.392988989,-0.286820365,-0.056536733,-0.787475925
14.82,0,0,0,-0.15476252,-0.029251634,-0.389349335,-0.305427882,-0.05862308,-0.780293406
14.825,0,0,0,-0.15476252,-0.029251634,-0.389349335,-0.305427882,-0.05862308,-0.780293406
14.83,0,0,0,-0.163978945,-0.029270031,-0.385556962,-0.323899812,-0.058668443,-0.772805009
14.835,0,0,0,-0.163978945,-0.029270031,-0.385556962,-0.323899812,-0.058668443,-0.772805009
14.84,0,0,0,-0.172731089,-0.030209208,-0.381642994,-0.342114763,-0.060536208,-0.764774099
14.845,0,0,0,-0.172731089,-0.030209208,-0.381642994,-0.342114763,-0.060536208,-0.764774099
14.85,0,0,0,-0.180925136,-0.030226079,-0.377825991,-0.359199734,-0.060552147,-0.756901837
14.855,0,0,0,-0.180925136,-0.030226079,-0.377825991,-0.359199734,-0.060552147,-0.756901837
14.86,0,0,0,-0.18782971,-0.030197078,-0.374443769,-0.373689906,-0.060472798,-0.749862693
14.865,0,0,0,-0.186208759,-0.030261877,-0.375247274,-0.372417517,-0.060523754,-0.750494549
14.87,0,0,0,-0.191857968,-0.02919405,-0.372475808,-0.386969022,-0.058256164,-0.743268297
14.875,0,0,0,-0.188234406,-0.029259123,-0.37431499,-0.383641933,-0.058231247,-0.744958369
14.88,0,0,0,-0.193067614,-0.028221973,-0.371925284,-0.397756,-0.055971168,-0.737620029
14.885,0,0,0,-0.18782971,-0.028195683,-0.374599791,-0.393146888,-0.055695966,-0.739960696
14.89,0,0,0,-0.191857968,-0.028193193,-0.372552901,-0.409310864,-0.055307803,-0.730853105
14.895,0,0,0,-0.1841778,-0.028255547,-0.376404253,-0.401180786,-0.055173657,-0.734991927
14.9,0,0,0,-0.189041833,-0.028225457,-0.373987311,-0.419325447,-0.054658953,-0.724231123
14.905,0,0,0,-0.180925136,-0.028222576,-0.377980927,-0.410390492,-0.05441553,-0.728779416
14.91,0,0,0,-0.1841778,-0.028255547,-0.376404253,-0.426934225,-0.053911681,-0.718180614
14.915,0,0,0,-0.173949616,-0.028240009,-0.381240125,-0.4164511,-0.05357197,-0.723221589
14.92,0,0,0,-0.174786219,-0.029213576,-0.380783855,-0.429838888,-0.054739021,-0.713494823
14.925,0,0,0,-0.163615848,-0.029205655,-0.385716067,-0.41945392,-0.054354346,-0.71785222
14.93,0,0,0,-0.164835655,-0.030244725,-0.385116169,-0.435412539,-0.055394705,-0.705359246
14.935,0,0,0,-0.151787841,-0.030266764,-0.390441256,-0.422242246,-0.055101733,-0.710812351
14.94,0,0,0,-0.153887181,-0.033288288,-0.389372091,-0.439755826,-0.059498612,-0.695953461
14.945,0,0,0,-0.139467222,-0.033233305,-0.394771379,-0.425875165,-0.059003191,-0.700886395
14.95,0,0,0,-0.141903197,-0.039333995,-0.393339954,-0.443244909,-0.068445113,-0.684451128
14.955,0,0,0,-0.126717734,-0.039344624,-0.398490422,-0.427617088,-0.068135527,-0.690090598
14.96,0,0,0,-0.126717734,-0.045325202,-0.397854549,-0.440599508,-0.076913287,-0.675127745
14.965,0,0,0,-0.113507684,-0.045318456,-0.401823647,-0.427483209,-0.076582045,-0.679027466
14.97,0,0,0,-0.112829771,-0.050427842,-0.401405625,-0.437766003,-0.083598467,-0.665443794
14.975,0,0,0,-0.099474861,-0.050364408,-0.404929844,-0.424024816,-0.083268159,-0.669476001
14.98,0,0,0,-0.096593182,-0.053426499,-0.405234952,-0.429784252,-0.086849279,-0.658743588
14.985,0,0,0,-0.083345865,-0.053414457,-0.408167077,-0.41631269,-0.086631726,-0.661997151
14.99,0,0,0,-0.078260133,-0.055394121,-0.408909333,-0.417783804,-0.088582996,-0.653903569
14.995,0,0,0,-0.065086463,-0.055432286,-0.411206778,-0.404506673,-0.088480354,-0.656363353
15,0,0,0,-0.061107476,-0.056503892,-0.411671212,-0.407098774,-0.088880281,-0.647556335
15.005,0,0,0,-0.048837186,-0.056452573,-0.413313484,-0.394876333,-0.088664517,-0.649150927
15.01,0,0,0,-0.041690882,-0.055432658,-0.414233136,-0.391909941,-0.086182451,-0.644017951
15.015,0,0,0,-0.030501769,-0.0554282,-0.415207607,-0.380995251,-0.08604974,-0.644590781
15.02,0,0,0,-0.024424614,-0.054489343,-0.415733508,-0.378388249,-0.083869205,-0.639890973
15.025,0,0,0,-0.013213794,-0.054424825,-0.416249125,-0.367055269,-0.083759529,-0.640605284
15.03,0,0,0,-0.006101051,-0.053454262,-0.416539817,-0.362794322,-0.081678914,-0.636479081
15.035,0,0,0,0.003050767,-0.053458493,-0.416572782,-0.353454633,-0.081721574,-0.636811511
15.04,0,0,0,0.010166512,-0.051458351,-0.416711747,-0.347992002,-0.078343215,-0.63442643
15.045,0,0,0,0.017273508,-0.051429882,-0.416481204,-0.340999606,-0.078291802,-0.634010083
15.05,0,0,0,0.023353644,-0.050400778,-0.416310424,-0.33518537,-0.076691367,-0.633470687
15.055,0,0,0,0.028409361,-0.050363262,-0.416000541,-0.329781736,-0.076722266,-0.63372592
15.06,0,0,0,0.036559727,-0.048418807,-0.415594761,-0.319255847,-0.074242033,-0.63724412
15.065,0,0,0,0.039580346,-0.048386991,-0.415321677,-0.316570653,-0.074148221,-0.636438897
15.07,0,0,0,0.051720123,-0.04636006,-0.414217061,-0.299022724,-0.072058092,-0.643823391
15.075,0,0,0,0.052718417,-0.046346147,-0.414092747,-0.298679286,-0.07193326,-0.642708045
15.08,0,0,0,0.065920879,-0.045363784,-0.412306397,-0.278835537,-0.071598275,-0.650748771
15.085,0,0,0,0.066909498,-0.045346469,-0.412149023,-0.27811221,-0.071539213,-0.650211959
15.09,0,0,0,0.079052756,-0.043339157,-0.410210165,-0.260091355,-0.069369602,-0.656591349
15.095,0,0,0,0.080029679,-0.04331936,-0.410022784,-0.25895988,-0.069372019,-0.656614223
15.1,0,0,0,0.093256103,-0.042345225,-0.407320735,-0.238479643,-0.068980591,-0.663527589
15.105,0,0,0,0.093256103,-0.042345225,-0.407320735,-0.238479643,-0.068980591,-0.663527589
15.11,0,0,0,0.107335708,-0.041301323,-0.403947084,-0.215780066,-0.068593363,-0.670876552
15.115,0,0,0,0.107335708,-0.041301323,-0.403947084,-0.215780066,-0.068593363,-0.670876552
15.12,0,0,0,0.120593137,-0.04033131,-0.400288247,-0.193063146,-0.068332624,-0.678201295
15.125,0,0,0,0.119385992,-0.040266975,-0.400656406,-0.194620263,-0.068159291,-0.678184946
15.13,0,0,0,0.13372709,-0.039317155,-0.396195945,-0.169076837,-0.068058749,-0.685822779
15.135,0,0,0,0.131600273,-0.039288079,-0.396910336,-0.17123308,-0.067954418,-0.686513861
15.14,0,0,0,0.146695465,-0.038262201,-0.391684113,-0.14377723,-0.067755682,-0.693604215
15.145,0,0,0,0.145806072,-0.038294322,-0.392012926,-0.144292766,-0.067822563,-0.694288872
15.15,0,0,0,0.161897632,-0.03826282,-0.385648951,-0.114349329,-0.069498277,-0.700469475
15.155,0,0,0,0.161034923,-0.038298292,-0.38600647,-0.115363781,-0.06952066,-0.700695078
15.16,0,0,0,0.175169285,-0.037284816,-0.379902045,-0.088291428,-0.069233079,-0.705428943
15.165,0,0,0,0.174331613,-0.037322253,-0.380283497,-0.088704532,-0.069303874,-0.706150283
15.17,0,0,0,0.187020537,-0.035226691,-0.3744094,-0.062559235,-0.066869357,-0.710725738
15.175,0,0,0,0.185394374,-0.035302035,-0.375210198,-0.064465314,-0.066925312,-0.711320454
15.18,0,0,0,0.19948414,-0.03428033,-0.368009425,-0.035031025,-0.066596809,-0.714936337
15.185,0,0,0,0.196280374,-0.034252975,-0.369730643,-0.038815208,-0.066358743,-0.716284084
15.19,0,0,0,0.209357872,-0.033236545,-0.362580492,-0.009473044,-0.065960667,-0.719570915
15.195,0,0,0,0.205429085,-0.033256976,-0.364818948,-0.013504118,-0.065796126,-0.721763561
15.2,0,0,0,0.217574571,-0.032252426,-0.357800346,0.01588401,-0.065326504,-0.724715899
15.205,0,0,0,0.212506061,-0.032253284,-0.360833618,0.01014095,-0.065019461,-0.72740522
15.21,0,0,0,0.2245053,-0.031228281,-0.353584735,0.041790598,-0.06449873,-0.730292068
15.215,0,0,0,0.217574571,-0.031252287,-0.35788909,0.034780905,-0.06414739,-0.734591078
15.22,0,0,0,0.228752778,-0.031253834,-0.350849489,0.066677063,-0.065633525,-0.736789251
15.225,0,0,0,0.221416895,-0.031221955,-0.355527423,0.059439992,-0.06512205,-0.741551083
15.23,0,0,0,0.232507305,-0.029213705,-0.348549728,0.093785155,-0.062324339,-0.74359384
15.235,0,0,0,0.2245053,-0.029227681,-0.353755725,0.086467697,-0.061889544,-0.749076889
15.24,0,0,0,0.235533869,-0.028211201,-0.346594756,0.122663727,-0.061031112,-0.749810808
15.245,0,0,0,0.225226238,-0.028189975,-0.353381475,0.111778173,-0.060346682,-0.75648876
15.25,0,0,0,0.236225431,-0.02717321,-0.34620682,0.150515139,-0.059345658,-0.756107637
15.255,0,0,0,0.225226238,-0.027189222,-0.353459882,0.139545445,-0.058724338,-0.763416389
15.26,0,0,0,0.236225431,-0.025171375,-0.346358121,0.180131484,-0.055341609,-0.761500537
15.265,0,0,0,0.2245053,-0.025218243,-0.354064133,0.168321752,-0.054789,-0.769237566
15.27,0,0,0,0.235533869,-0.024202169,-0.346897754,0.211435941,-0.053385285,-0.765189083
15.275,0,0,0,0.222145553,-0.024178243,-0.355621661,0.198205603,-0.052621396,-0.773973028
15.28,0,0,0,0.233207005,-0.023168613,-0.348536524,0.242209966,-0.051019807,-0.767515351
15.285,0,0,0,0.220233639,-0.023186771,-0.356874653,0.229949631,-0.050410205,-0.77587881
15.29,0,0,0,0.232041983,-0.022150846,-0.349379247,0.276216444,-0.048578333,-0.766212793
15.295,0,0,0,0.218313586,-0.022193068,-0.358115408,0.262350054,-0.048028212,-0.775000686
15.3,0,0,0,0.230171028,-0.020157179,-0.350734923,0.307659071,-0.043841662,-0.762844918
15.305,0,0,0,0.215939807,-0.020149695,-0.359672058,0.292768087,-0.043245879,-0.77193894
15.31,0,0,0,0.225226238,-0.019161627,-0.353985838,0.332718427,-0.041107334,-0.759403913
15.315,0,0,0,0.212065189,-0.019160035,-0.362023823,0.320244073,-0.040608442,-0.767285831
15.32,0,0,0,0.222145553,-0.018151962,-0.355980139,0.360493652,-0.038346912,-0.75202555
15.325,0,0,0,0.209679769,-0.01812285,-0.363463832,0.347454592,-0.037881326,-0.75973104
15.33,0,0,0,0.222145553,-0.01613947,-0.356077058,0.387819268,-0.033614709,-0.741624507
15.335,0,0,0,0.212816205,-0.016121718,-0.361731051,0.377898575,-0.033316754,-0.747544661
15.34,0,0,0,0.224049184,-0.014118066,-0.35496851,0.410394576,-0.029076611,-0.731069078
15.345,0,0,0,0.217865525,-0.014110007,-0.358797325,0.404920372,-0.028886905,-0.734552734
15.35,0,0,0,0.224049184,-0.012103735,-0.355042903,0.424062041,-0.024686769,-0.724145225
15.355,0,0,0,0.219783318,-0.012091258,-0.357699727,0.419889996,-0.024566361,-0.726754857
15.36,0,0,0,0.222871436,-0.009073264,-0.355873571,0.431912952,-0.018357899,-0.720037601
15.365,0,0,0,0.217865525,-0.009074831,-0.35895997,0.426256915,-0.018290684,-0.723498167
15.37,0,0,0,0.220964723,-0.004035628,-0.357153055,0.437549339,-0.008101455,-0.716978809
15.375,0,0,0,0.216680758,-0.004031017,-0.359768259,0.433361517,-0.008062034,-0.719536517
15.38,0,0,0,0.221693041,0,-0.356724257,0.445871065,0,-0.711892124
15.385,0,0,0,0.220964723,0,-0.357175854,0.4456576,0,-0.71201823
15.39,0,0,0,0.225944392,0.004034459,-0.354023805,0.456197312,0.008037162,-0.705261006
15.395,0,0,0,0.227118188,0.004037393,-0.35327189,0.457923552,0.008047386,-0.704146232
15.4,0,0,0,0.229001475,0.008068417,-0.351984695,0.461066644,0.016090731,-0.701958122
15.405,0,0,0,0.229001475,0.008068417,-0.351984695,0.461066644,0.016090731,-0.701958122
15.41,0,0,0,0.227118188,0.012105857,-0.353087492,0.45731077,0.02414334,-0.704180748
15.415,0,0,0,0.226659768,0.012081462,-0.353382778,0.457009819,0.024081164,-0.704374033
